iter	Logloss
0	0.4784755288
1	0.3362179263
2	0.2377452381
3	0.1660575071
4	0.1233784058
5	0.09186654412
6	0.07068750047
7	0.05525921581
8	0.04446700062
9	0.0364301538
10	0.03058011106
11	0.02603307499
12	0.02173906679
13	0.01869343924
14	0.01593406376
15	0.01387566006
16	0.01215170727
17	0.01064924095
18	0.009236133083
19	0.008135586942
20	0.007272344867
21	0.006412392307
22	0.005823646806
23	0.005320226518
24	0.004837759901
25	0.004417486469
26	0.004111905631
27	0.003813484957
28	0.003598196558
29	0.003307780347
30	0.003111787901
31	0.002901626351
32	0.002748464708
33	0.002591847157
34	0.002443606105
35	0.002306953607
36	0.002162203543
37	0.001995819818
38	0.001875996295
39	0.001770473147
40	0.001689514479
41	0.001623613886
42	0.001547890371
43	0.00146155976
44	0.001399317096
45	0.001366259071
46	0.001305749106
47	0.001241409102
48	0.00119949854
49	0.001137280409
50	0.001103385268
51	0.001065968177
52	0.00101685348
53	0.0009799100765
54	0.0009429352236
55	0.0009164759479
56	0.0008774346199
57	0.0008516493616
58	0.0008210503242
59	0.0007854780177
60	0.0007624124947
61	0.0007463939261
62	0.0007342233177
63	0.0007001251107
64	0.0006899881195
65	0.0006803470961
66	0.0006554522836
67	0.0006331520172
68	0.0006331520172
69	0.0006244268271
70	0.0006068053722
71	0.0006068053722
72	0.0006003997785
73	0.0005876128399
74	0.0005766794122
75	0.0005606939678
76	0.0005469448121
77	0.0005323058181
78	0.0005205195896
79	0.0005060980014
80	0.0004934499286
81	0.0004818999331
82	0.000469155127
83	0.0004568098169
84	0.0004567982095
85	0.0004567933392
86	0.0004567729404
87	0.0004567787265
88	0.0004567879528
89	0.0004567472129
90	0.0004567707208
91	0.0004567620519
92	0.0004567620519
93	0.0004567572056
94	0.0004567784718
95	0.0004567784718
96	0.0004466945963
97	0.000435535776
98	0.0004285697916
99	0.0004285697916
100	0.0004285697916
101	0.0004205545096
102	0.0004205545096
103	0.000409180495
104	0.000409180495
105	0.000409180495
106	0.0003992193144
107	0.0003911960182
108	0.0003831662553
109	0.0003831662553
110	0.0003724824997
111	0.0003636553065
112	0.0003636553065
113	0.0003636553065
114	0.0003636553065
115	0.0003636549129
116	0.0003636032479
117	0.0003635877482
118	0.0003635877482
119	0.0003635877482
120	0.0003635877482
121	0.0003635877482
122	0.0003544894315
123	0.0003453214047
124	0.0003453329063
125	0.0003453506333
126	0.0003453506333
127	0.0003453506333
128	0.0003452774571
129	0.0003453033701
130	0.0003453033701
131	0.000345306164
132	0.0003452861881
133	0.0003452861881
134	0.000345312757
135	0.000345312757
136	0.0003452959598
137	0.0003453278747
138	0.0003452661472
139	0.0003452716854
140	0.0003452808838
141	0.0003452808838
142	0.0003452534932
143	0.0003452070348
144	0.0003452139345
145	0.0003452139345
146	0.000345229562
147	0.0003451794123
148	0.0003452087779
149	0.0003451599217
150	0.0003451599217
151	0.000345177159
152	0.0003452291964
153	0.0003452291964
154	0.0003451906744
155	0.0003451763135
156	0.0003451631972
157	0.0003451631972
158	0.0003451631972
159	0.0003451631972
160	0.0003451631972
161	0.0003451631972
162	0.0003451644562
163	0.0003451644562
164	0.0003451644562
165	0.0003451700954
166	0.0003451482525
167	0.0003451294707
168	0.0003451294707
169	0.0003451486273
170	0.0003451654249
171	0.0003450905712
172	0.0003451127504
173	0.0003450676876
174	0.0003450676876
175	0.0003450676876
176	0.0003450676876
177	0.0003450676876
178	0.0003450684252
179	0.0003450362889
180	0.0003450362889
